institution_id,institution_name,country,region,institution_type,institution_size,funding_type,survey_quarter,year,primary_discipline_focus,policy_stance,ai_adoption_rate,policy_maturity_score,faculty_training_hours,student_ai_literacy_index,integrity_incident_rate,learning_outcome_delta,ai_tool_diversity,infrastructure_readiness,research_output_ai_pct,student_satisfaction_score,annual_it_budget_usd,faculty_count,adoption_tier,readiness_category,training_investment_per_faculty,risk_adjusted_adoption
INST_03546,Northgate Liberal Arts College [SWI-3546],Switzerland,Europe,Liberal Arts College,Medium (5K-15K),Public,2023-Q3,2023,Humanities,Permissive,35.01,2.79,30.5,81.3,34.32,15.09,4,8.08,4.64,4.23,5079422,536,Medium (20-45%),Advanced,473.83,19.54
INST_03547,Cedarville Technical Center [SIN-3547],Singapore,Asia Pacific,Community College,Small (<5K),Mixed,2023-Q4,2023,Humanities,Integrated,31.85,4.22,24.9,65.9,10.52,13.16,2,8.43,1.69,3.61,754749,159,Medium (20-45%),Advanced,237.34,26.88
INST_03548,County Oakville Community College [GHA-3548],Ghana,Africa,Community College,Small (<5K),Public,2024-Q3,2024,Social Sciences,Cautious,22.54,4.02,20.0,67.5,36.19,-0.59,5,5.51,1.47,2.62,400000,171,Medium (20-45%),Developing,116.96,18.12
INST_03549,Riverside Academy [COL-3549],Colombia,Latin America,Liberal Arts College,Small (<5K),Public,2024-Q4,2024,Social Sciences,Cautious,27.59,3.78,31.7,65.1,13.19,12.8,9,5.57,11.54,3.13,469557,119,Medium (20-45%),Developing,197.29,20.86
INST_03550,Willowdale Research Institute of Science [THA-3550],Thailand,Asia Pacific,Research University,Very Large (>30K),Public,2023-Q2,2023,STEM,Cautious,36.11,3.59,51.7,85.8,9.19,14.96,5,7.43,17.26,4.05,18788569,5004,Medium (20-45%),Advanced,187.74,25.93
INST_03551,University of Maplewood [POR-3551],Portugal,Europe,Community College,Small (<5K),Public,2024-Q3,2024,Social Sciences,Integrated,46.41,4.39,35.4,77.1,9.04,9.01,5,6.9,3.97,4.09,1134176,135,High (>45%),Developing,420.07,40.75
INST_03552,Saint Eastfield Academy [ISR-3552],Israel,Middle East,Liberal Arts College,Small (<5K),Public,2024-Q2,2024,Humanities,Permissive,55.73,3.59,32.4,96.6,15.18,15.69,5,7.78,11.72,3.84,1110144,67,High (>45%),Advanced,828.47,40.01
INST_03553,Hillcrest University [UNI-3553],United Kingdom,Europe,Research University,Very Large (>30K),Public,2024-Q3,2024,STEM,Cautious,49.1,3.83,53.1,98.0,6.22,11.81,6,7.92,45.89,4.02,15529885,3390,High (>45%),Advanced,229.05,37.61
INST_03554,Technical Clearwater Institute of Technology [SWE-3554],Sweden,Europe,Technical Institute,Large (15K-30K),Public,2023-Q4,2023,STEM,Cautious,26.21,3.46,40.7,74.2,9.28,7.53,4,5.55,8.13,3.57,8474445,482,Medium (20-45%),Developing,879.09,18.14
INST_03555,Ashford Community Community College [IRE-3555],Ireland,Europe,Community College,Small (<5K),Public,2024-Q3,2024,Social Sciences,Cautious,25.44,3.66,27.1,83.1,12.39,16.11,6,6.87,4.09,3.94,772451,179,Medium (20-45%),Developing,215.77,18.62
INST_03556,University of Riverside [RWA-3556],Rwanda,Africa,Technical Institute,Medium (5K-15K),Private,2023-Q3,2023,STEM,Restrictive,18.61,2.71,20.5,58.2,27.55,5.3,4,4.3,4.84,2.36,1527561,377,Low (0-20%),Developing,202.59,10.09
INST_03557,Bridgeport Community Community College [NIG-3557],Nigeria,Africa,Community College,Large (15K-30K),Public,2024-Q3,2024,Business,Permissive,42.73,2.96,20.3,51.8,48.0,3.07,4,5.02,4.47,2.44,697252,445,Medium (20-45%),Developing,78.34,25.3
INST_03558,Greendale State University [SOU-3558],South Korea,Asia Pacific,Teaching University,Very Large (>30K),Public,2024-Q4,2024,Humanities,Cautious,51.34,3.93,30.7,92.5,23.86,14.7,7,7.05,26.13,4.17,11244919,6500,High (>45%),Advanced,86.5,40.35
INST_03559,Crestmont Tech [TUR-3559],Turkey,Middle East,Technical Institute,Very Large (>30K),Public,2024-Q1,2024,STEM,Integrated,54.81,4.26,39.3,88.7,4.89,13.84,7,8.34,33.27,4.31,14997818,4760,High (>45%),Advanced,157.54,46.7
INST_03560,Imperial Kingswood Research University [OMA-3560],Oman,Middle East,Research University,Very Large (>30K),Public,2023-Q2,2023,STEM,Integrated,42.87,3.12,45.8,84.4,2.61,18.87,5,6.53,17.75,4.43,22255987,3562,Medium (20-45%),Developing,312.41,26.75
INST_03561,Regional Harborview Technical Center [GHA-3561],Ghana,Africa,Community College,Small (<5K),Private,2023-Q4,2023,Business,Integrated,15.91,2.91,16.8,50.1,14.0,17.48,4,4.73,0.94,3.78,400000,70,Low (0-20%),Developing,285.71,9.26
INST_03562,University of Fairview [CZE-3562],Czech Republic,Europe,Teaching University,Large (15K-30K),Public,2023-Q2,2023,Health Sciences,Restrictive,17.38,3.18,20.7,68.3,5.35,3.79,2,8.7,2.55,3.37,10564732,428,Low (0-20%),Advanced,1234.2,11.05
INST_03563,Maplewood Teaching University [SOU-3563],South Africa,Africa,Teaching University,Small (<5K),Private,2024-Q1,2024,STEM,Restrictive,15.83,2.79,16.4,59.8,9.33,1.47,3,4.66,1.11,2.36,853482,103,Low (0-20%),Developing,414.31,8.83
INST_03564,Hillcrest University [SOU-3564],South Africa,Africa,Teaching University,Medium (5K-15K),Public,2024-Q3,2024,Health Sciences,Integrated,49.47,4.06,31.6,60.5,15.54,13.28,10,4.89,20.85,3.51,2089907,256,High (>45%),Developing,408.18,40.17
INST_03565,University of Thornbury [ARG-3565],Argentina,Latin America,Liberal Arts College,Small (<5K),Mixed,2023-Q2,2023,STEM,Restrictive,9.47,2.24,21.1,60.9,12.19,0.61,2,4.2,0.75,2.96,937200,179,Low (0-20%),Developing,261.79,4.24
INST_03566,Fairview Teaching University [CZE-3566],Czech Republic,Europe,Teaching University,Medium (5K-15K),Public,2024-Q1,2024,Business,Permissive,49.27,3.24,35.4,84.5,17.81,20.44,8,8.3,18.78,3.65,5179495,336,High (>45%),Advanced,770.76,31.93
INST_03567,Saint Harborview Academy [UNI-3567],United States,North America,Liberal Arts College,Small (<5K),Public,2024-Q4,2024,Social Sciences,Integrated,82.0,4.52,57.0,98.0,3.62,31.2,9,8.74,26.84,5.0,2296152,127,High (>45%),Advanced,904.0,74.13
INST_03568,Silverton University [MEX-3568],Mexico,North America,Research University,Very Large (>30K),Private,2023-Q2,2023,Multidisciplinary,Cautious,44.02,4.06,42.8,91.1,6.37,17.28,4,9.77,13.8,3.83,49918475,6286,Medium (20-45%),Advanced,397.06,35.74
INST_03569,Fairview Community College [IND-3569],Indonesia,Asia Pacific,Community College,Small (<5K),Mixed,2024-Q2,2024,Social Sciences,Integrated,43.83,3.82,28.0,73.8,16.01,12.9,4,7.52,4.03,4.18,1191551,112,Medium (20-45%),Advanced,531.94,33.49
INST_03570,Eastfield Technical Institute of Technology [CAN-3570],Canada,North America,Technical Institute,Medium (5K-15K),Mixed,2023-Q3,2023,Business,Restrictive,30.0,3.03,56.8,91.5,4.94,20.04,5,7.11,9.42,3.69,5950524,342,Medium (20-45%),Advanced,869.96,18.18
INST_03571,Fairview Liberal Liberal Arts College [TUR-3571],Turkey,Middle East,Liberal Arts College,Small (<5K),Private,2024-Q2,2024,Humanities,Restrictive,25.56,3.61,39.7,67.6,12.76,12.85,7,7.52,4.74,3.54,2597045,70,Medium (20-45%),Advanced,1855.03,18.45
INST_03572,Ashford Institute [MEX-3572],Mexico,North America,Liberal Arts College,Small (<5K),Public,2023-Q1,2023,Humanities,Permissive,34.5,2.75,40.9,79.5,13.57,15.55,2,7.14,1.99,3.69,1629544,169,Medium (20-45%),Advanced,482.11,18.98
INST_03573,Regional Bridgeport University College [FRA-3573],France,Europe,Teaching University,Very Large (>30K),Private,2024-Q4,2024,Social Sciences,Permissive,78.86,3.76,33.6,96.0,37.58,13.32,12,8.0,13.22,4.25,16391621,6580,High (>45%),Advanced,124.56,59.3
INST_03574,Technical Willowdale Institute of Technology [NET-3574],Netherlands,Europe,Technical Institute,Small (<5K),Mixed,2024-Q1,2024,STEM,Cautious,30.19,3.24,37.3,90.1,14.14,18.84,6,7.61,15.48,3.54,3610567,150,Medium (20-45%),Advanced,1203.52,19.56
INST_03575,University of Thornbury [THA-3575],Thailand,Asia Pacific,Research University,Very Large (>30K),Mixed,2023-Q2,2023,STEM,Restrictive,15.65,3.17,36.6,81.5,4.98,6.55,2,7.49,8.61,3.75,24752361,6820,Low (0-20%),Advanced,181.47,9.92
INST_03576,University of Thornbury [CZE-3576],Czech Republic,Europe,Community College,Very Large (>30K),Public,2023-Q4,2023,STEM,Restrictive,13.52,3.22,26.6,59.7,9.3,-0.79,3,7.84,0.91,3.28,7584784,3935,Low (0-20%),Advanced,96.38,8.71
INST_03577,Silverton State University [IRE-3577],Ireland,Europe,Teaching University,Very Large (>30K),Mixed,2023-Q4,2023,Health Sciences,Restrictive,21.51,3.43,38.8,87.1,4.96,18.61,4,8.65,2.23,3.74,12582278,2752,Medium (20-45%),Advanced,228.6,14.76
INST_03578,Clearwater Community College [IND-3578],India,Asia Pacific,Community College,Medium (5K-15K),Public,2023-Q3,2023,Social Sciences,Restrictive,11.93,2.96,20.6,57.6,10.11,13.16,2,6.25,0.67,3.39,1336108,446,Low (0-20%),Developing,149.79,7.06
INST_03579,University of Maplewood [NEW-3579],New Zealand,Asia Pacific,Community College,Very Large (>30K),Private,2024-Q1,2024,Humanities,Cautious,24.05,3.2,28.6,54.9,31.09,11.32,6,7.57,2.46,3.33,6638602,2900,Medium (20-45%),Advanced,114.46,15.39
INST_03580,Eastern Cedarville University [FRA-3580],France,Europe,Teaching University,Large (15K-30K),Public,2024-Q4,2024,Social Sciences,Cautious,34.29,4.13,41.0,97.0,9.44,12.5,4,7.96,16.65,3.65,4835034,1218,Medium (20-45%),Advanced,198.48,28.32
INST_03581,University of Ashford [SOU-3581],South Korea,Asia Pacific,Research University,Very Large (>30K),Public,2024-Q4,2024,STEM,Restrictive,43.16,3.77,41.3,98.0,6.57,10.75,9,9.21,48.22,3.6,29038195,3569,Medium (20-45%),Advanced,406.81,32.54
INST_03582,Springdale Institute of Technology [IRE-3582],Ireland,Europe,Technical Institute,Large (15K-30K),Private,2023-Q2,2023,STEM,Restrictive,26.06,2.62,38.5,96.2,8.53,9.27,5,6.66,3.56,3.7,19802144,1024,Medium (20-45%),Developing,966.9,13.66
INST_03583,Pinehurst Polytechnic [CHI-3583],Chile,Latin America,Technical Institute,Medium (5K-15K),Private,2024-Q4,2024,STEM,Permissive,64.69,3.69,31.1,79.4,48.0,-1.23,9,5.76,36.01,3.0,3868779,394,High (>45%),Developing,490.96,47.74
INST_03584,University of Thornbury [CHI-3584],China,Asia Pacific,Technical Institute,Small (<5K),Private,2024-Q1,2024,STEM,Integrated,63.18,3.64,55.4,98.0,9.19,21.43,7,7.77,26.97,4.28,2786961,82,High (>45%),Advanced,1699.37,46.0
INST_03585,University of Oakville [TAN-3585],Tanzania,Africa,Research University,Medium (5K-15K),Mixed,2024-Q1,2024,STEM,Integrated,59.7,3.76,34.5,61.1,18.3,16.64,6,5.14,42.17,4.17,1938182,544,High (>45%),Developing,178.14,44.89
INST_03586,Oakville Community College [QAT-3586],Qatar,Middle East,Community College,Small (<5K),Public,2024-Q3,2024,Social Sciences,Restrictive,21.67,3.26,30.9,71.0,15.04,9.7,4,6.2,1.62,3.71,1061110,115,Medium (20-45%),Developing,461.35,14.13
INST_03587,Modern Willowdale Technical University [SOU-3587],South Korea,Asia Pacific,Technical Institute,Large (15K-30K),Public,2024-Q4,2024,STEM,Cautious,56.76,3.62,55.9,98.0,11.06,12.31,9,6.64,36.79,3.51,10382737,757,High (>45%),Developing,685.78,41.09
INST_03588,Regional Pinehurst University [BAH-3588],Bahrain,Middle East,Teaching University,Large (15K-30K),Public,2024-Q3,2024,STEM,Integrated,64.31,4.53,36.6,90.7,4.81,21.67,6,7.48,27.06,4.65,6333038,1292,High (>45%),Advanced,245.09,58.26
INST_03589,District Crestmont Institute [ITA-3589],Italy,Europe,Community College,Large (15K-30K),Private,2023-Q1,2023,Humanities,Restrictive,6.95,2.76,21.5,50.7,5.43,5.32,2,6.82,0.22,3.03,3636599,1241,Low (0-20%),Developing,146.52,3.84
INST_03590,Technical Harborview Institute of Technology [QAT-3590],Qatar,Middle East,Technical Institute,Medium (5K-15K),Private,2023-Q3,2023,STEM,Permissive,49.75,3.09,34.3,73.6,25.37,19.93,5,7.1,13.35,4.02,6891186,365,High (>45%),Advanced,944.0,30.75
INST_03591,Harborview Academy [AUS-3591],Austria,Europe,Liberal Arts College,Very Large (>30K),Public,2024-Q1,2024,Business,Integrated,35.74,4.25,53.4,96.6,3.39,31.98,4,7.96,9.55,5.0,17587443,5640,Medium (20-45%),Advanced,155.92,30.38
INST_03592,University of Lakewood [PHI-3592],Philippines,Asia Pacific,Teaching University,Medium (5K-15K),Public,2023-Q2,2023,STEM,Cautious,19.48,3.44,24.5,69.8,22.4,13.53,3,6.79,1.8,3.82,3251612,229,Low (0-20%),Developing,709.96,13.4
INST_03593,Harborview Teaching Academic University [KEN-3593],Kenya,Africa,Teaching University,Large (15K-30K),Mixed,2024-Q3,2024,Multidisciplinary,Integrated,52.9,3.63,26.6,64.7,13.86,12.26,10,4.85,24.49,3.94,3007201,1096,High (>45%),Developing,137.19,38.41
INST_03594,Harborview Teaching University [MOR-3594],Morocco,Africa,Teaching University,Large (15K-30K),Private,2023-Q3,2023,Social Sciences,Integrated,26.49,3.61,14.3,44.7,15.07,20.21,3,4.61,4.87,4.3,2732954,1131,Medium (20-45%),Developing,120.82,19.13
INST_03595,Technical Clearwater Technical University [KEN-3595],Kenya,Africa,Technical Institute,Large (15K-30K),Private,2024-Q2,2024,STEM,Integrated,53.36,3.86,21.4,71.7,12.69,14.4,4,5.21,32.26,3.03,4477843,845,High (>45%),Developing,264.96,41.19
INST_03596,University of Clearwater [CHI-3596],Chile,Latin America,Research University,Very Large (>30K),Public,2024-Q4,2024,Humanities,Integrated,74.73,4.08,52.3,90.8,10.85,24.69,8,5.65,65.0,4.52,16550997,6475,High (>45%),Developing,127.81,60.98
INST_03597,Greendale Tech [AUS-3597],Australia,Asia Pacific,Technical Institute,Medium (5K-15K),Mixed,2024-Q4,2024,Humanities,Cautious,55.0,3.87,58.9,98.0,23.59,18.12,6,9.0,33.37,3.55,3905653,469,High (>45%),Advanced,416.38,42.57
INST_03598,Fairview Technical Technical University [VIE-3598],Vietnam,Asia Pacific,Technical Institute,Medium (5K-15K),Private,2024-Q4,2024,Social Sciences,Permissive,82.0,3.56,43.2,98.0,27.74,10.44,12,7.7,40.94,3.56,5419673,545,High (>45%),Advanced,497.22,58.38
INST_03599,Silverton Community Technical Center [EGY-3599],Egypt,Africa,Community College,Medium (5K-15K),Public,2023-Q4,2023,Business,Cautious,14.93,2.57,9.6,36.4,27.93,2.86,5,4.42,0.78,2.81,928905,329,Low (0-20%),Developing,141.17,7.67
INST_03600,Eastern Greendale Academic University [BAH-3600],Bahrain,Middle East,Teaching University,Very Large (>30K),Private,2024-Q2,2024,Health Sciences,Cautious,44.75,3.93,15.3,71.7,12.13,10.29,6,7.8,15.97,3.85,26216372,1415,Medium (20-45%),Advanced,926.37,35.17
INST_03601,Northern Lakewood University [SWI-3601],Switzerland,Europe,Teaching University,Small (<5K),Mixed,2023-Q1,2023,Business,Cautious,21.0,2.7,30.0,67.9,8.97,11.95,3,7.08,2.1,4.13,2664907,113,Medium (20-45%),Advanced,1179.16,11.34
INST_03602,Hillcrest Institute of Technology [SIN-3602],Singapore,Asia Pacific,Technical Institute,Medium (5K-15K),Public,2023-Q3,2023,Business,Cautious,37.74,2.98,42.7,84.1,15.01,6.3,6,5.39,11.1,3.01,2819427,438,Medium (20-45%),Developing,321.85,22.49
INST_03603,Royal Riverside University [CAN-3603],Canada,North America,Research University,Large (15K-30K),Public,2023-Q4,2023,Social Sciences,Permissive,82.0,3.27,45.0,98.0,34.47,11.89,7,8.51,28.63,4.04,12783087,388,High (>45%),Advanced,1647.31,53.63
INST_03604,Saint Greendale College [OMA-3604],Oman,Middle East,Liberal Arts College,Medium (5K-15K),Private,2023-Q3,2023,STEM,Cautious,24.86,3.3,21.1,73.8,8.31,6.98,2,8.02,3.39,3.96,3770194,532,Medium (20-45%),Advanced,354.34,16.41
INST_03605,University of Willowdale [THA-3605],Thailand,Asia Pacific,Teaching University,Large (15K-30K),Public,2024-Q4,2024,Humanities,Permissive,60.51,3.48,22.5,88.8,36.5,16.55,10,7.76,20.25,3.99,7724227,1397,High (>45%),Advanced,276.46,42.11
INST_03606,University of Crestmont [POR-3606],Portugal,Europe,Research University,Medium (5K-15K),Mixed,2023-Q1,2023,Social Sciences,Permissive,41.66,2.31,40.4,80.7,19.08,14.05,5,7.37,8.28,3.63,13387317,521,Medium (20-45%),Advanced,1284.77,19.25
INST_03607,University of Lakewood [PHI-3607],Philippines,Asia Pacific,Research University,Small (<5K),Public,2023-Q4,2023,Business,Integrated,70.61,3.73,44.2,94.8,13.36,25.97,11,6.92,33.83,4.54,4239948,119,High (>45%),Developing,1781.49,52.68
INST_03608,Silverton Technical University [JAP-3608],Japan,Asia Pacific,Technical Institute,Small (<5K),Public,2024-Q1,2024,Multidisciplinary,Integrated,67.75,3.94,29.8,78.9,15.84,24.95,8,7.01,34.69,4.49,1080300,88,High (>45%),Advanced,613.81,53.39
INST_03609,Imperial Westbrook Institute of Science [EGY-3609],Egypt,Africa,Research University,Very Large (>30K),Public,2023-Q3,2023,Business,Restrictive,13.09,2.81,19.8,49.3,9.54,11.57,2,3.83,6.83,3.34,11480344,4381,Low (0-20%),Underprepared,131.02,7.36
INST_03610,University of Bridgeport [GHA-3610],Ghana,Africa,Teaching University,Medium (5K-15K),Mixed,2024-Q4,2024,Multidisciplinary,Cautious,40.65,3.5,17.7,69.8,22.48,7.13,5,5.01,22.53,2.94,1190992,189,Medium (20-45%),Developing,315.08,28.46
INST_03611,Clearwater Teaching Academic University [BAH-3611],Bahrain,Middle East,Teaching University,Very Large (>30K),Public,2024-Q4,2024,Health Sciences,Integrated,71.3,4.7,47.8,93.1,5.69,17.83,10,8.7,25.84,4.7,11428125,7080,High (>45%),Advanced,80.71,67.02
INST_03612,University of Silverton [NOR-3612],Norway,Europe,Teaching University,Very Large (>30K),Public,2023-Q2,2023,Multidisciplinary,Integrated,30.59,3.83,41.4,79.2,3.24,24.21,2,7.28,4.1,4.52,17555641,1436,Medium (20-45%),Advanced,611.27,23.43
INST_03613,Fairview Liberal Arts College [DEN-3613],Denmark,Europe,Liberal Arts College,Small (<5K),Mixed,2024-Q2,2024,Health Sciences,Cautious,27.3,3.08,52.4,98.0,9.77,19.83,5,7.0,2.94,4.55,1722488,77,Medium (20-45%),Developing,1118.5,16.82
INST_03614,Northgate Institute [TUR-3614],Turkey,Middle East,Liberal Arts College,Small (<5K),Public,2024-Q4,2024,Humanities,Permissive,60.17,3.88,40.3,85.6,12.34,12.12,8,7.35,17.43,4.1,1857222,54,High (>45%),Advanced,1719.65,46.69
INST_03615,State Oakville University [AUS-3615],Austria,Europe,Research University,Small (<5K),Private,2023-Q4,2023,STEM,Cautious,51.23,3.41,51.4,98.0,6.51,12.8,7,6.48,39.19,4.32,5359741,50,High (>45%),Developing,5359.74,34.94
INST_03616,University of Fairview [ITA-3616],Italy,Europe,Community College,Large (15K-30K),Private,2023-Q1,2023,STEM,Cautious,15.64,3.08,17.8,61.1,19.22,9.08,3,6.65,0.39,4.17,6109146,453,Low (0-20%),Developing,674.3,9.63
INST_03617,Thornbury Teaching University College [MAL-3617],Malaysia,Asia Pacific,Teaching University,Medium (5K-15K),Public,2024-Q2,2024,STEM,Cautious,39.51,3.68,38.6,67.8,23.07,11.61,6,8.35,10.6,3.42,2387384,438,Medium (20-45%),Advanced,272.53,29.08
INST_03618,State Fairview Research University [BRA-3618],Brazil,Latin America,Research University,Very Large (>30K),Public,2023-Q1,2023,Multidisciplinary,Cautious,17.8,2.59,19.5,60.8,13.32,2.33,2,5.54,5.96,3.26,8652905,2853,Low (0-20%),Developing,151.65,9.22
INST_03619,Northgate University [KUW-3619],Kuwait,Middle East,Teaching University,Medium (5K-15K),Public,2024-Q3,2024,Health Sciences,Cautious,35.76,3.97,44.8,80.0,9.55,8.12,7,7.04,8.02,3.52,2612098,458,Medium (20-45%),Advanced,285.16,28.39
INST_03620,University of Riverside [SWE-3620],Sweden,Europe,Research University,Very Large (>30K),Public,2023-Q1,2023,STEM,Cautious,24.73,3.18,25.3,78.1,9.44,8.76,4,7.9,4.52,4.61,34184314,3425,Medium (20-45%),Advanced,499.04,15.73
INST_03621,University of Meadowbrook [ECU-3621],Ecuador,Latin America,Research University,Very Large (>30K),Public,2024-Q2,2024,Business,Restrictive,29.84,3.14,39.4,73.7,9.72,15.11,4,5.78,28.65,3.36,11843614,5526,Medium (20-45%),Developing,107.16,18.74
INST_03622,University of Harborview [BEL-3622],Belgium,Europe,Technical Institute,Medium (5K-15K),Public,2023-Q3,2023,Business,Cautious,39.81,3.59,38.7,98.0,22.34,18.36,6,7.9,10.38,3.82,4513706,235,Medium (20-45%),Advanced,960.36,28.58
INST_03623,University of Lakewood [UNI-3623],United States,North America,Liberal Arts College,Small (<5K),Public,2024-Q1,2024,Social Sciences,Integrated,54.17,4.53,50.7,91.8,6.0,28.65,8,8.0,16.36,4.56,1751867,146,High (>45%),Advanced,599.95,49.08
INST_03624,Southern Northgate University [KEN-3624],Kenya,Africa,Teaching University,Small (<5K),Public,2023-Q2,2023,STEM,Integrated,20.97,3.21,14.5,47.3,6.76,11.96,3,4.6,3.5,3.68,892829,90,Medium (20-45%),Developing,496.02,13.46
INST_03625,University of Northgate [IND-3625],India,Asia Pacific,Community College,Small (<5K),Public,2023-Q1,2023,Humanities,Permissive,21.04,2.77,15.4,45.3,36.74,6.9,2,6.85,0.64,3.75,1223289,104,Medium (20-45%),Developing,588.12,11.66
INST_03626,Eastfield University [SOU-3626],South Korea,Asia Pacific,Research University,Very Large (>30K),Public,2024-Q1,2024,Health Sciences,Permissive,79.16,2.78,43.2,93.0,24.91,12.58,8,6.5,59.76,3.92,22182505,1155,High (>45%),Developing,960.28,44.01
INST_03627,Advanced Riverside Technical University [SAU-3627],Saudi Arabia,Middle East,Technical Institute,Medium (5K-15K),Public,2024-Q1,2024,STEM,Cautious,36.84,3.47,45.4,85.1,10.26,16.96,5,8.03,15.84,4.15,2391272,175,Medium (20-45%),Advanced,683.22,25.57
INST_03628,Pinehurst Technical Tech [ARG-3628],Argentina,Latin America,Technical Institute,Small (<5K),Private,2023-Q1,2023,Multidisciplinary,Integrated,20.29,3.41,24.3,58.8,6.15,23.76,3,5.42,2.92,3.26,1640780,68,Medium (20-45%),Developing,1206.46,13.84
INST_03629,University of Bridgeport [CAN-3629],Canada,North America,Teaching University,Small (<5K),Private,2024-Q3,2024,Business,Cautious,45.73,3.94,46.2,98.0,16.36,9.58,7,9.13,17.98,4.35,3757524,134,High (>45%),Advanced,1402.06,36.04
INST_03630,Harborview Technical Center [THA-3630],Thailand,Asia Pacific,Community College,Very Large (>30K),Public,2024-Q1,2024,STEM,Cautious,23.26,3.77,19.2,60.2,17.9,9.78,4,7.28,1.51,3.45,3731647,7071,Medium (20-45%),Advanced,26.39,17.54
INST_03631,University of Riverside [IRE-3631],Ireland,Europe,Research University,Large (15K-30K),Mixed,2023-Q1,2023,Humanities,Permissive,48.36,2.67,36.7,92.0,26.93,10.83,6,8.36,14.54,3.97,22430303,632,High (>45%),Advanced,1774.55,25.82
INST_03632,District Silverton Technical Center [POL-3632],Poland,Europe,Community College,Small (<5K),Public,2023-Q1,2023,Social Sciences,Cautious,16.34,2.82,17.6,35.8,10.62,6.38,3,6.79,0.37,3.52,735124,91,Low (0-20%),Developing,403.91,9.22
INST_03633,Eastfield University [TUR-3633],Turkey,Middle East,Teaching University,Medium (5K-15K),Public,2024-Q4,2024,Business,Permissive,82.0,4.02,26.1,82.0,35.16,5.21,9,8.18,26.09,3.94,3477870,230,High (>45%),Advanced,756.06,65.93
INST_03634,Hillcrest University [NEW-3634],New Zealand,Asia Pacific,Teaching University,Very Large (>30K),Private,2024-Q4,2024,Humanities,Integrated,63.25,4.39,38.4,93.7,7.44,21.72,9,7.34,34.92,4.67,18679113,1189,High (>45%),Advanced,785.5,55.53
INST_03635,Bridgeport Teaching University College [MOR-3635],Morocco,Africa,Teaching University,Very Large (>30K),Public,2024-Q2,2024,Multidisciplinary,Cautious,34.79,2.67,23.5,62.0,39.02,2.76,7,4.08,12.75,2.77,3746449,4634,Medium (20-45%),Developing,40.42,18.58
INST_03636,Greendale Community Community College [JAP-3636],Japan,Asia Pacific,Community College,Medium (5K-15K),Private,2024-Q4,2024,Health Sciences,Permissive,41.81,3.58,23.5,64.0,30.82,7.3,4,7.19,5.16,4.05,2330846,409,Medium (20-45%),Advanced,284.94,29.94
INST_03637,Southport University of Technology [NET-3637],Netherlands,Europe,Research University,Very Large (>30K),Public,2023-Q4,2023,Humanities,Permissive,64.04,3.24,39.3,98.0,28.78,8.68,10,7.61,46.85,3.91,23478801,4382,High (>45%),Advanced,267.9,41.5
INST_03638,Eastfield Teaching State University [TAN-3638],Tanzania,Africa,Teaching University,Very Large (>30K),Public,2024-Q3,2024,Multidisciplinary,Cautious,38.06,3.18,19.9,44.9,30.63,1.12,7,4.63,14.61,2.43,4095500,6961,Medium (20-45%),Developing,29.42,24.21
INST_03639,Cedarville University of Technology [CHI-3639],Chile,Latin America,Research University,Very Large (>30K),Public,2024-Q2,2024,Business,Cautious,45.54,3.25,28.5,78.3,16.38,8.91,7,5.51,44.53,3.29,16627046,2129,High (>45%),Developing,390.49,29.6
INST_03640,Pinehurst Liberal Liberal Arts College [GER-3640],Germany,Europe,Liberal Arts College,Small (<5K),Public,2023-Q1,2023,STEM,Integrated,30.43,3.8,40.0,81.3,3.8,12.73,2,7.49,3.0,4.91,1369373,107,Medium (20-45%),Advanced,639.89,23.13
INST_03641,University of Clearwater [KEN-3641],Kenya,Africa,Community College,Medium (5K-15K),Private,2023-Q3,2023,Humanities,Integrated,12.32,3.58,11.3,38.5,14.94,11.32,4,4.13,0.71,3.1,790737,267,Low (0-20%),Developing,148.08,8.82
INST_03642,Northern Southport Academic University [UNI-3642],United States,North America,Teaching University,Large (15K-30K),Public,2023-Q2,2023,STEM,Cautious,29.42,3.16,34.0,75.3,21.73,8.27,4,8.24,3.14,3.54,11517711,1319,Medium (20-45%),Advanced,436.61,18.59
INST_03643,University of Southport [KEN-3643],Kenya,Africa,Teaching University,Medium (5K-15K),Private,2023-Q3,2023,Health Sciences,Cautious,16.88,2.83,16.8,41.7,13.8,9.25,4,4.31,3.94,3.17,1821076,512,Low (0-20%),Developing,177.84,9.55
INST_03644,Ashford Community Community College [IND-3644],Indonesia,Asia Pacific,Community College,Medium (5K-15K),Public,2023-Q2,2023,Social Sciences,Permissive,21.15,2.75,12.5,64.8,42.47,-2.22,2,7.39,0.75,3.44,1206986,191,Medium (20-45%),Advanced,315.96,11.63
INST_03645,Advanced Stonegate Institute of Technology [TAN-3645],Tanzania,Africa,Technical Institute,Large (15K-30K),Public,2023-Q3,2023,STEM,Cautious,26.03,2.87,18.3,53.2,26.16,11.63,3,4.44,7.48,2.58,1262277,401,Medium (20-45%),Developing,157.39,14.94
INST_03646,University of Riverside [IND-3646],Indonesia,Asia Pacific,Research University,Very Large (>30K),Public,2024-Q2,2024,Multidisciplinary,Permissive,69.71,3.55,53.0,98.0,20.01,22.23,8,7.72,56.71,4.3,29027935,6037,High (>45%),Advanced,240.42,49.49
